fuente,date,documento,score,pct_signal,n_trozos,date_time
BDE,2025-05-27,20250527_120000_BDE_4da86fd5_El_Banco_de_España_evalúa_las_vulnerabilidades_y_riesgos_que_pueden_afectar_al_s.txt,-0.7190627455711365,1.0,1,2025-05-27 12:00:00+00:00
BDE,2025-05-28,20250528_110000_BDE_17038e52_El_Banco_de_España_se_prepara_para_el_futuro_con_su_nuevo_Plan_Estratégico.txt,0.7782210111618042,1.0,1,2025-05-28 11:00:00+00:00
BDE,2025-06-12,20250612_110000_BDE_6fe1db46_La_seguridad_alimentaria_Cuál_es_el_papel_de_la_producción_interna_y_las_importa.txt,0.0,0.0,1,2025-06-12 11:00:00+00:00
BDE,2025-06-17,20250617_110000_BDE_de6c1e46_Gigantes_tecnológicos_-_big_tech_-_y_su_papel_en_el_sector_financiero.txt,-0.745945930480957,1.0,1,2025-06-17 11:00:00+00:00
BDE,2025-06-26,20250626_110000_BDE_68325b15_Respaldando_el_papel_internacional_del_euro_los_Servicios_de_Gestión_de_Reservas.txt,0.0,0.0,1,2025-06-26 11:00:00+00:00
BDE,2025-07-01,20250701_090000_BDE_c6ee3514_Todo_lo_que_necesita_saber_sobre_la_revisión_estratégica_del_BCE.txt,0.0,0.0,1,2025-07-01 09:00:00+00:00
BDE,2025-07-11,20250711_090000_BDE_a1daf257_Tras_la_catástrofe_cómo_ha_reaccionado_el_Banco_de_España_al_impacto_financiero_.txt,-0.8673153519630432,1.0,1,2025-07-11 09:00:00+00:00
BDE,2025-07-17,20250717_090000_BDE_b76d82eb_Cómo_influyen_las_fintech_en_el_acceso_a_la_financiación_de_las_pymes.txt,0.0,0.0,1,2025-07-17 09:00:00+00:00
BDE,2025-07-28,20250728_110000_BDE_6d0b1e25_El_comercio_de_España_con_Estados_Unidos_y_el_impacto_de_los_aranceles.txt,-0.5173249840736389,1.0,1,2025-07-28 11:00:00+00:00
BDE,2025-08-06,20250806_110000_BDE_32890b62_El_Archivo_Histórico_del_Banco_de_España_testigo_y_fuente_de_nuestra_historia.txt,0.9065572619438171,1.0,1,2025-08-06 11:00:00+00:00
BDE,2025-09-05,20250905_110000_BDE_c26bc26e_Desertificación_e_incendios_en_España_El_impacto_del_cambio_climático_sobre_el_c.txt,-0.7999724745750427,1.0,1,2025-09-05 11:00:00+00:00
BDE,2025-09-19,20250919_090000_BDE_7d98bf83_La_complejidad_normativa_en_España_un_freno_para_las_empresas_y_el_crecimiento_e.txt,-0.6655234694480896,1.0,1,2025-09-19 09:00:00+00:00
BDE,2025-09-25,20250925_110000_BDE_4b1e9693_Siglos_de_historia_escrita_Así_la_conservamos_en_la_Biblioteca_del_Banco_de_Espa.txt,0.6785293817520142,1.0,1,2025-09-25 11:00:00+00:00
BDE,2025-10-10,20251010_090000_BDE_3bc17118_El_Banco_de_España_abre_sus_puertas_un_viaje_por_la_arquitectura_y_el_arte_de_un.txt,0.8786670565605164,1.0,1,2025-10-10 09:00:00+00:00
BDE,2025-10-13,20251013_123000_BDE_93135714_Premio_Nobel_de_Economía_2025_cómo_las_innovaciones_tecnológicas_impulsan_el_cre.txt,0.6716321706771851,1.0,1,2025-10-13 12:30:00+00:00
BDE,2025-10-30,20251030_160000_BDE_89116bdb_Un_año_de_la_DANA_el_impacto_económico_de_una_catástrofe_natural.txt,-0.8348991870880127,1.0,1,2025-10-30 16:00:00+00:00
BDE,2025-11-06,20251106_110000_BDE_7b670c7f_Qué_impacto_tienen_los_conflictos_bélicos_en_el_comercio_internacional.txt,-0.49848219752311707,1.0,1,2025-11-06 11:00:00+00:00
BDE,2025-11-11,20251111_090000_BDE_7c28b347_El_tamaño_sí_importa_El_reto_del_crecimiento_de_las_empresas_españolas.txt,-0.8401566743850708,1.0,1,2025-11-11 09:00:00+00:00
BDE,2025-11-20,20251120_090000_BDE_f04927e2_Avanzando_hacia_el_futuro_de_nuestro_dinero_el_euro_digital.txt,0.0,0.0,1,2025-11-20 09:00:00+00:00
BDE,2025-12-11,20251211_100500_BDE_5c43f659_Open_day_del_Euro_digital.txt,0.0,0.0,1,2025-12-11 10:05:00+00:00
BDE,2025-12-11,20251211_105000_BDE_35f5f947_José_Luis_Escrivá_57th_General_Assembly_of_the_European_Association_of_Co-operat.txt,0.0,0.0,1,2025-12-11 10:50:00+00:00
BDE,2025-12-11,20251211_105700_BDE_1f03385f_Soledad_Núñez_II_Jornadas_de_Finanzas_Sostenibles.txt,0.0,0.0,1,2025-12-11 10:57:00+00:00
BDE,2025-12-12,20251212_090000_BDE_50a6e9c6_Resolución_de_bancos_cómo_proteger_al_sistema_bancario_sin_rescates_públicos.txt,0.0,0.0,1,2025-12-12 09:00:00+00:00
BDE,2025-12-15,20251215_090000_BDE_e36bedbb_La_deuda_de_las_Administraciones_Públicas_se_situó_en_el_1032_del_PIB_en_el_terc.txt,0.0,0.0,1,2025-12-15 09:00:00+00:00
BDE,2025-12-15,20251215_145800_BDE_410166ca_Soledad_Núñez_XX_Edición_Premios_CECA_de_Obra_Social_y_Educación_Financiera.txt,0.0,0.0,1,2025-12-15 14:58:00+00:00
BDE,2025-12-15,20251215_180000_BDE_20f82d91_Informe_y_recomendaciones_sobre_fraudes_en_los_pagos.txt,0.0,0.0,1,2025-12-15 18:00:00+00:00
BDE,2025-12-16,20251216_111500_BDE_3e721130_Datos_de_créditos_y_depósitos_por_provincias_y_CCAA_tercer_trimestre_de_2025.txt,0.0,0.0,1,2025-12-16 11:15:00+00:00
BDE,2025-12-17,20251217_110000_BDE_eaed1986_Cómo_medimos_y_comparamos_las_economías_Novedades_en_2025.txt,0.0,0.0,1,2025-12-17 11:00:00+00:00
BDE,2025-12-18,20251218_090000_BDE_90215855_La_deuda_de_las_Administraciones_Públicas_se_situó_en_octubre_de_2025_en_el_1017.txt,0.0,0.0,1,2025-12-18 09:00:00+00:00
BDE,2025-12-19,20251219_113000_BDE_b1ff389d_Indicadores_de_liquidez_y_financiación_de_sociedades_no_financieras_y_hogares_no.txt,0.0,0.0,1,2025-12-19 11:30:00+00:00
BDE,2025-12-23,20251223_090000_BDE_37bbd0b0_La_posición_de_inversión_internacional_se_situó_en_el_-445_del_PIB_en_el_tercer_.txt,0.0,0.0,1,2025-12-23 09:00:00+00:00
BDE,2025-12-26,20251226_101100_BDE_acd0e320_Actividades_en_sucursales_del_1_al_31_de_enero.txt,0.0,0.0,1,2025-12-26 10:11:00+00:00
BDE,2025-12-30,20251230_090000_BDE_e88a88f3_La_capacidad_de_financiación_de_la_economía_española_se_situó_en_octubre_de_2025.txt,0.0,0.0,1,2025-12-30 09:00:00+00:00
BDE,,INI2021_Capitulo4_Informacionfinanciera.txt,0.4858381152153015,0.017857142857142856,56,
BCE,2025-11-13,20251113_100000_BCE_de65589b_Supply_chain_decoupling_in_green_products_a_granular_input-output_analysis.txt,0.0,0.0,3,2025-11-13 10:00:00+00:00
BCE,2025-11-17,20251117_100000_BCE_6417be8b_The_fiscal_sources_of_euro_area_inflation_through_the_lens_of_the_Bernanke-Blanc.txt,0.7639020681381226,1.0,2,2025-11-17 10:00:00+00:00
BCE,2025-11-18,20251118_100000_BCE_df62fe26_Labor_supply_response_to_windfall_gains.txt,-0.9664828181266785,0.5,2,2025-11-18 10:00:00+00:00
BCE,2025-11-20,20251120_100000_BCE_eec42c60_Walking_the_talk_Green_politicians_and_pollution_patterns.txt,0.0,0.0,2,2025-11-20 10:00:00+00:00
BCE,2025-11-25,20251125_100000_BCE_235eb783_Inflation_risk_and_heterogeneous_trading_down.txt,0.5875567197799683,0.5,2,2025-11-25 10:00:00+00:00
BCE,2025-11-27,20251127_100000_BCE_b328704b_Monetary_transmission_with_frequent_policy_events.txt,0.7289261817932129,0.3333333333333333,3,2025-11-27 10:00:00+00:00
BCE,2025-12-01,20251201_100000_BCE_03d746f9_Inflation_narratives_and_expectations.txt,0.0,0.0,2,2025-12-01 10:00:00+00:00
BCE,2025-12-01,20251201_100000_BCE_b160de37_Global_or_regional_safe_assets_evidence_from_bond_substitution_patterns.txt,-0.9363105893135071,0.5,2,2025-12-01 10:00:00+00:00
BCE,2025-12-02,20251202_100000_BCE_05be2edb_Insurance_companies_in_the_Euro_area_asset_allocation_and_impact_on_financial_ma.txt,0.6706051230430603,0.5,2,2025-12-02 10:00:00+00:00
BCE,2025-12-03,20251203_100000_BCE_8a1cadd0_Estimating_the_natural_rate_of_interest_in_a_macro-finance_yield_curve_model.txt,-0.5819095373153687,0.5,2,2025-12-03 10:00:00+00:00
BCE,2025-12-04,20251204_100000_BCE_f1925f54_Banks_regulatory_risk_tolerance.txt,-0.583717554807663,1.0,2,2025-12-04 10:00:00+00:00
BCE,2025-12-08,20251208_100000_BCE_47791c92_Asset_prices_wealth_inequality_and_welfare_safe_assets_as_a_solution.txt,-0.5245315432548523,0.5,2,2025-12-08 10:00:00+00:00
BCE,2025-12-08,20251208_100000_BCE_d619a8c8_Misestimating_house_values_consequences_for_household_finance.txt,0.1577969789505005,1.0,2,2025-12-08 10:00:00+00:00
BCE,2025-12-09,20251209_100000_BCE_f4bc886d_The_climate-biodiversity-pollution_nexus_the_pricing_of_environmental_credit_ris.txt,0.0,0.0,2,2025-12-09 10:00:00+00:00
BCE,2025-12-10,20251210_100000_BCE_4b5f38ab_Financial_integration_and_the_transmission_of_monetary_policy_in_the_euro_area.txt,0.83319491147995,0.5,2,2025-12-10 10:00:00+00:00
BCE,2025-12-19,20251219_100000_BCE_e38905b0_The_economics_of_natural_capital.txt,0.5486900210380554,0.5,2,2025-12-19 10:00:00+00:00
FED,2025-11-21,20251121_190000_FED_33f4df96_Federal_Reserve_Board_releases_results_of_survey_of_senior_financial_officers_at.txt,0.0,0.0,1,2025-11-21 19:00:00+00:00
FED,2025-11-21,20251121_210000_FED_12a2b532_Federal_Reserve_announces_College_Fed_Challenge_winners.txt,0.0,0.0,1,2025-11-21 21:00:00+00:00
FED,2025-11-25,20251125_160000_FED_e2273098_Federal_Reserve_Board_issues_enforcement_action_with_former_employee_of_Orrstown.txt,-0.6368043422698975,1.0,1,2025-11-25 16:00:00+00:00
FED,2025-11-25,20251125_183000_FED_4b57c846_Agencies_issue_proposal_to_enhance_community_banks_ability_to_serve_their_commun.txt,0.882175624370575,1.0,1,2025-11-25 18:30:00+00:00
FED,2025-11-25,20251125_183000_FED_74f13725_Agencies_issue_final_rule_to_modify_certain_regulatory_capital_standards.txt,0.0,0.0,1,2025-11-25 18:30:00+00:00
FED,2025-11-25,20251125_190000_FED_c429c9cb_Minutes_of_the_Boards_discount_rate_meetings_on_October_6_October_20_and_October.txt,0.0,0.0,1,2025-11-25 19:00:00+00:00
FED,2025-11-25,20251125_221500_FED_069bdac7_Federal_Reserve_Board_announces_approval_of_application_by_Steel_Newco_Inc.txt,0.0,0.0,1,2025-11-25 22:15:00+00:00
FED,2025-12-03,20251203_160000_FED_71c43fd1_Federal_Reserve_Board_issues_enforcement_action_with_former_employee_of_First_Fi.txt,-0.7567614316940308,1.0,1,2025-12-03 16:00:00+00:00
FED,2025-12-04,20251204_220000_FED_439c29db_Federal_Reserve_Board_requests_public_input_on_the_impact_of_potential_strategic.txt,0.0,0.0,1,2025-12-04 22:00:00+00:00
FED,2025-12-04,20251204_220000_FED_ad6b5084_Federal_Reserve_Board_announces_pricing_effective_January_1_2026_for_payment_ser.txt,0.0,0.0,1,2025-12-04 22:00:00+00:00
FED,2025-12-05,20251205_160000_FED_d1deb607_Federal_Reserve_Board_issues_enforcement_action_with_former_employee_of_Synovus_.txt,-0.6711593270301819,1.0,1,2025-12-05 16:00:00+00:00
FED,2025-12-10,20251210_190000_FED_7149212a_Federal_Reserve_issues_FOMC_statement.txt,0.0,0.0,1,2025-12-10 19:00:00+00:00
FED,2025-12-10,20251210_190000_FED_c4e6143f_Federal_Reserve_Board_and_Federal_Open_Market_Committee_release_economic_project.txt,0.0,0.0,1,2025-12-10 19:00:00+00:00
FED,2025-12-11,20251211_160000_FED_a60d374d_Federal_Reserve_Board_announces_termination_of_enforcement_actions_with_Credit_S.txt,-0.6176780462265015,1.0,1,2025-12-11 16:00:00+00:00
FED,2025-12-11,20251211_210000_FED_2711e969_Federal_Reserve_Board_announces_reappointment_of_Reserve_Bank_presidents_and_fir.txt,0.0,0.0,1,2025-12-11 21:00:00+00:00
FED,2025-12-11,20251211_220000_FED_0033899c_Federal_Reserve_Board_announces_approval_of_application_by_Banco_BTG_Pactual_SA_.txt,0.0,0.0,1,2025-12-11 22:00:00+00:00
FED,2025-12-11,20251211_220000_FED_2777cbe8_Federal_Reserve_Board_announces_approval_of_application_by_The_PNC_Financial_Ser.txt,0.0,0.0,1,2025-12-11 22:00:00+00:00
FED,2025-12-15,20251215_160000_FED_0b95c809_Agencies_announce_dollar_thresholds_for_applicability_of_truth_in_lending_and_co.txt,0.0,0.0,1,2025-12-15 16:00:00+00:00
FED,2025-12-15,20251215_160000_FED_87280b05_Agencies_announce_dollar_thresholds_for_smaller_loan_exemption_from_appraisal_re.txt,0.0,0.0,1,2025-12-15 16:00:00+00:00
FED,2025-12-16,20251216_160000_FED_519b0ece_Federal_Reserve_Board_announces_termination_of_enforcement_actions_with_The_Gold.txt,-0.7516579627990723,1.0,1,2025-12-16 16:00:00+00:00
FED,2025-12-17,20251217_210000_FED_49e6df86_Federal_Reserve_Board_withdraws_2023_policy_statement_and_issues_new_policy_stat.txt,-0.6061734557151794,1.0,1,2025-12-17 21:00:00+00:00
FED,2025-12-18,20251218_140000_FED_5d4c4ef5_Federal_Reserve_Board_publishes_first_of_several_staff_manuals_for_the_supervisi.txt,0.0,0.0,1,2025-12-18 14:00:00+00:00
FED,2025-12-19,20251219_150000_FED_421bacc9_Federal_Reserve_Board_requests_public_input_on_payment_account_which_eligible_fi.txt,0.0,0.0,1,2025-12-19 15:00:00+00:00
FED,2025-12-19,20251219_183000_FED_9f048eb6_Federal_Reserve_Board_publishes_its_biennial_report_on_debit_card_transactions_w.txt,0.0,0.0,1,2025-12-19 18:30:00+00:00
FED,2025-12-23,20251223_183000_FED_4d8d0051_Federal_Reserve_Board_announces_approval_of_the_application_by_National_Bank_Hol.txt,0.0,0.0,1,2025-12-23 18:30:00+00:00
FED,2025-12-30,20251230_160000_FED_cd215b1a_Agencies_release_annual_asset-size_thresholds_under_Community_Reinvestment_Act_r.txt,0.0,0.0,1,2025-12-30 16:00:00+00:00
FED,2025-12-30,20251230_190000_FED_4806b795_Minutes_of_the_Federal_Open_Market_Committee_December_910_2025.txt,0.0,0.0,1,2025-12-30 19:00:00+00:00
GENERAL_ES,2025-12-02,20251202_023357_GENERAL_ES_e7e2558c_Cómo_conseguir_trabajo_en_ING.txt,0.0,0.0,1,2025-12-02 02:33:57+00:00
GENERAL_ES,2025-12-02,20251202_070458_GENERAL_ES_02406bdc_Programa_Inteligencia_Artificial_generativa_aplicada_a_departamentos_staff.txt,0.0,0.0,1,2025-12-02 07:04:58+00:00
GENERAL_ES,2025-12-10,20251210_130052_GENERAL_ES_d864484b_Dónde_invertir_en_2026_ante_las_bajadas_de_tipos_de_la_Fed_con_Rosa_Duce_de_Deut.txt,0.0,0.0,1,2025-12-10 13:00:52+00:00
GENERAL_ES,2025-12-15,20251215_001054_GENERAL_ES_f655f72c_Elizabeth_Arden_la_creadora_de_la_belleza_total.txt,0.656135082244873,1.0,1,2025-12-15 00:10:54+00:00
GENERAL_ES,2025-12-15,20251215_193600_GENERAL_ES_32f789f1_Cómo_sobrevivir_en_la_Bolsa_española_si_llega_una_corrección_de_los_bancos.txt,-0.7936750054359436,1.0,1,2025-12-15 19:36:00+00:00
